Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
18-NOV-2024,24625.05,24682,24524.1,24644.4,107085372,5908.47
19-NOV-2024,24744.05,24950.8,24669,24804.35,130461277,10080.85
21-NOV-2024,24802.4,24928.55,24545.25,24824.7,104250179,7210.62
22-NOV-2024,24855.3,25159.9,24844.15,25083,92749015,7161.88
25-NOV-2024,25496.8,25547.7,25308.2,25487,329129920,45291.82
26-NOV-2024,25639.25,25639.25,25364.1,25461.15,71333995,5518.51
27-NOV-2024,25444.55,25595.5,25396.1,25517.95,98674420,8101.19
28-NOV-2024,25541.95,25689.1,25189.55,25234.85,109547697,9241.78
29-NOV-2024,25254.45,25368.15,25191.4,25327.95,84104168,6263.95
02-DEC-2024,25317.9,25378.95,25156.6,25339.95,93316949,5261.9
03-DEC-2024,25464.15,25606.55,25386.95,25559.05,101772243,8281.55
04-DEC-2024,25580.7,25812.65,25548.5,25779.9,135612546,9887.13
05-DEC-2024,25838.95,26110.9,25597.05,25958.45,105132492,9659.9
06-DEC-2024,25965.75,26091.9,25757.6,25956.35,93221108,5695.93
09-DEC-2024,25904.35,26098.9,25861.45,25884,80840666,5789.94
10-DEC-2024,25860.05,25977.85,25792.9,25919.85,74017858,4202.12
11-DEC-2024,25864.7,25977.85,25806.65,25856.1,64768377,4633.31
12-DEC-2024,25770.55,25937.4,25727.25,25745.45,63764840,4972.71
13-DEC-2024,25673.6,25990.7,25297,25952.6,81667834,6331.56
16-DEC-2024,25922.25,26029.2,25833.15,25971.55,60833114,4186.77
17-DEC-2024,25878.6,25931.35,25559.3,25611.95,93735796,5806.76
18-DEC-2024,25560.5,25619.9,25243.6,25326.85,111021390,5913.4
19-DEC-2024,24999.7,25140.25,24927.25,25056.3,94816685,6705.44
20-DEC-2024,24957.4,25047.25,24535.05,24617.6,205256299,15431.29
